record_id,title,authors,year_of_publication,study_type_raw,study_status,publication_type,publication_type_short,confidence_rating,doi,journal_name,url,keywords_string,intervention_ids,intervention_labels,outcome_ids,outcome_labels,evidence_types,cells
33351,"Better Roads, Better Off? Evidence on Upgrading Roads in Tanzania","Dumas, Christelle; Játiva, Ximena",2024,ier,Completed,Journal article,JOUR,,10.1093/wber/lhae017,The World Bank Economic Review,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/better-roads--better-off--evidence-on-upgrading-roads-in-tanzania/33351,Roads|| POVERTY|| Rural Households|| Africa,2162,Rural roads,2195;2199;2202,Goods and services prices and inflation;Inequality and segregation;Economic activity,Impact evaluations,Rural roads | Goods and services prices and inflation;Rural roads | Inequality and segregation;Rural roads | Economic activity
33335,Estimation of the Impact of Rural Roads on Household Welfare in Viet Nam,Cuong Nguyen Viet,2011,ier,Completed,Journal article,JOUR,,NO DOI,Asia-Pacific Development Journal,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/estimation-of-the-impact-of-rural-roads-on-household-welfare-in-viet-nam/33335,Rural Roads|| Impact evaluations|| Household Welfare|| Household Surveys|| VIETNAM,2162,Rural roads,2195;2197;2199,Goods and services prices and inflation;Education access and outcomes;Inequality and segregation,Impact evaluations,Rural roads | Goods and services prices and inflation;Rural roads | Education access and outcomes;Rural roads | Inequality and segregation
33290,Examining the Socioeconomic Outcomes of Transport Interventions in the Global South,"Benevenuto, Rodolfo Gomes; Caulfield B",2022,ier,Completed,Journal article,JOUR,,10.1016/j.tranpol.2022.02.013,TRANSPORT POLICY,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/examining-the-socioeconomic-outcomes-of-transport-interventions-in-the-global-south/33290,,2162,Rural roads,2195;2196;2199;2201;2202,Goods and services prices and inflation;Health access and outcomes;Inequality and segregation;Employment access and outcomes;Economic activity,Impact evaluations,Rural roads | Goods and services prices and inflation;Rural roads | Health access and outcomes;Rural roads | Inequality and segregation;Rural roads | Employment access and outcomes;Rural roads | Economic activity
33263,"Rural Roads, Child Labor, and Schooling in Rural Ethiopia","Ahmed Hasen, Musa; Tesfaye, Wondimagegn; Dietrich, Stephan; Gassmann, Franziska",2024,ier,Completed,,,,10.1080/00220388.2024.2383397,JOURNAL OF DEVELOPMENT STUDIES,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-roads--child-labor--and-schooling-in-rural-ethiopia/33263,HUMAN capital|| Child Labour|| Rural Roads|| Drought|| quasi-experiment,2162,Rural roads,2195;2197;2199,Goods and services prices and inflation;Education access and outcomes;Inequality and segregation,Impact evaluations,Rural roads | Goods and services prices and inflation;Rural roads | Education access and outcomes;Rural roads | Inequality and segregation
34373,"Roads, Women's Employment, and Gender Equity: Evidence from Cambodia","Anti, Sebastian; Zhang, Zhihui",2023,ier,Completed,Journal article,JOUR,,10.1016/j.worlddev.2023.106361,World Development,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/roads--women-s-employment--and-gender-equity--evidence-from-cambodia/34373,Roads|| Female empowerment|| Domestic Violence|| Gender Equity|| Female Employment|| Contraceptive Use,2162,Rural roads,2195;2196;2199;2200;2201,Goods and services prices and inflation;Health access and outcomes;Inequality and segregation;Crime and citizen security;Employment access and outcomes,Impact evaluations,Rural roads | Goods and services prices and inflation;Rural roads | Health access and outcomes;Rural roads | Inequality and segregation;Rural roads | Crime and citizen security;Rural roads | Employment access and outcomes
34365,Take the Highway? Paved Roads and Well-Being in Africa,"Djemai, Elodie",2024,ier,Completed,Journal article,JOUR,,10.1016/j.worlddev.2024.106691,World Development,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/take-the-highway--paved-roads-and-well-being-in-africa/34365,Roads|| Subjective Well-Being|| Basic Needs|| material deprivation|| Africa,2162,Rural roads,2195;2199,Goods and services prices and inflation;Inequality and segregation,Impact evaluations,Rural roads | Goods and services prices and inflation;Rural roads | Inequality and segregation
20416,Building on a Foundation Stone: The Long-Term Impacts of a Local Infrastructure and Governance Program in Cambodia,"Benyishay, Ariel; Parks, Brad; Trichler, Rachel; Baehr, Christian; Aboagye, Daniel; Prum, Punwath",2019,ier,Completed,Published report,RPRT,,No DOI,Other,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/building-on-a-foundation-stone--the-long-term-impacts-of-a-local-infrastructure-and-governance-program-in-cambodia/20416,Foundation Stone|| Infrastructure|| Governance|| Cambodia,2162,Rural roads,2196;2198;2202;2361,Health access and outcomes;Access to other goods and services;Economic activity;Household welfare and poverty,Impact evaluations,Rural roads | Health access and outcomes;Rural roads | Access to other goods and services;Rural roads | Economic activity;Rural roads | Household welfare and poverty
11496,The Long Road To Health: Healthcare Utilization Impacts Of A Road Pavement Policy In Rural India,"Shilpa, Aggarwal",2018,ier,Completed,Published working paper,RPRT,,No DOI,Other,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-long-road-to-health--healthcare-utilization-impacts-of-a-road-pavement-policy-in-rural-india/11496,Roads|| Healthcare|| Service Delivery|| Vaccination,2162,Rural roads,2196,Health access and outcomes,Impact evaluations,Rural roads | Health access and outcomes
30923,"Road Access, Fertility, and Child Health in Rural India","Dasgupta, Aparajita; Karandikar, Anahita; Raghav, Devvrat",2024,ier,Completed,Journal article,JOUR,,https://doi.org/10.1111/padr.12604,Population and Development Review,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/road-access--fertility--and-child-health-in-rural-india/30923,Rural Roads|| Fertility Rate|| child health|| India,2162,Rural roads,2196;2201,Health access and outcomes;Employment access and outcomes,Impact evaluations,Rural roads | Health access and outcomes;Rural roads | Employment access and outcomes
34339,Roads and the Spread of HIV in Africa,"Djemai, Elodie",2018,ier,Completed,Journal article,JOUR,,https://doi.org/10.1016/j.jhealeco.2018.05.004,Journal of Health Economics,https://www.sciencedirect.com/science/article/abs/pii/S0167629617304782?via%3Dihub,,2162,Rural roads,2196,Health access and outcomes,Impact evaluations,Rural roads | Health access and outcomes
33281,"Pathways to Preventive Health, Evidence from India's Rural Road Program",Banerjee Rakesh; Sachdeva Ashish,2015,ier,Completed,Published working paper,RPRT,,10.2139/ssrn.2636999,USC-INET Research Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/pathways-to-preventive-health--evidence-from-india-s-rural-road-program/33281,Roads|| Preventive Health Care,2162,Rural roads,2196,Health access and outcomes,Impact evaluations,Rural roads | Health access and outcomes
21611,Evaluating the Impact of Egyptian Social Fund for Development Programs,"Abou-Ali, Hala; El-Azony, Hesham; El-Laithy, Heba; Haughton, Jonathan; Khandker, Shahidur R.",2009,ier,Completed,Published working paper,RPRT,,No DOI,World Bank Policy Research Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluating-the-impact-of-egyptian-social-fund-for-development-programs/21611,Community Development|| Social Funds|| Public Works Program|| Microcredit|| Impact evalaution|| Egypt,2162,Rural roads,2196;2197;2201,Health access and outcomes;Education access and outcomes;Employment access and outcomes,Impact evaluations,Rural roads | Health access and outcomes;Rural roads | Education access and outcomes;Rural roads | Employment access and outcomes
33766,The Impact of Infrastructure on Development Outcomes: A Qualitative Review of Four Decades of Literature,"Foster, Vivien; Gorgulu, Nisan; Straub, Stéphane; Vagliasindi, Maria",2023,srr,Completed,Published working paper,RPRT,low,10.1596/1813-9450-10343,World Bank Policy Research Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/systematic-review-repository/the-impact-of-infrastructure-on-development-outcomes--a-qualitative-review-of-four-decades-of-literature/33766,infrastructure|| development impact|| Transport|| Rural Road|| highway|| railroad|| ports,2155;2162;2163;2164;2167,"Urban trains (subways, passenger trains, LRT, metros);Rural roads;Highways and national roads;Railways and intermunicipal trains;Ports",2196;2197;2201;2202;2204;2361,Health access and outcomes;Education access and outcomes;Employment access and outcomes;Economic activity;Agricultural outcomes;Household welfare and poverty,Low confidence reviews,"Urban trains (subways, passenger trains, LRT, metros) | Health access and outcomes;Urban trains (subways, passenger trains, LRT, metros) | Education access and outcomes;Urban trains (subways, passenger trains, LRT, metros) | Employment access and outcomes;Urban trains (subways, passenger trains, LRT, metros) | Economic activity;Urban trains (subways, passenger trains, LRT, metros) | Agricultural outcomes;Urban trains (subways, passenger trains, LRT, metros) | Household welfare and poverty;Rural roads | Health access and outcomes;Rural roads | Education access and outcomes;Rural roads | Employment access and outcomes;Rural roads | Economic activity;Rural roads | Agricultural outcomes;Rural roads | Household welfare and poverty;Highways and national roads | Health access and outcomes;Highways and national roads | Education access and outcomes;Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity;Highways and national roads | Agricultural outcomes;Highways and national roads | Household welfare and poverty;Railways and intermunicipal trains | Health access and outcomes;Railways and intermunicipal trains | Education access and outcomes;Railways and intermunicipal trains | Employment access and outcomes;Railways and intermunicipal trains | Economic activity;Railways and intermunicipal trains | Agricultural outcomes;Railways and intermunicipal trains | Household welfare and poverty;Ports | Health access and outcomes;Ports | Education access and outcomes;Ports | Employment access and outcomes;Ports | Economic activity;Ports | Agricultural outcomes;Ports | Household welfare and poverty"
21707,"Rural Roads, Education, and Agriculture: A Microeconometric Evaluation Study Using Trinidad and Tobago Data","Charles, Ainsley U. P.",2010,ier,Completed,Thesis,Thesis,,No DOI,Other,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-roads--education--and-agriculture--a-microeconometric-evaluation-study-using-trinidad-and-tobago-data/21707,Rural Roads|| Rural India|| Propensity-Score Matching|| Agriculture|| Education Outcome,2162,Rural roads,2197;2201;2204,Education access and outcomes;Employment access and outcomes;Agricultural outcomes,Impact evaluations,Rural roads | Education access and outcomes;Rural roads | Employment access and outcomes;Rural roads | Agricultural outcomes
34544,Paving the Way to Educational Success: Road Improvement and 118 School Outcomes: 1900-1920.,"Lee, Jason",2012,ier,Completed,Book or book chapter,CHAP,,NO DOI,Other,https://escholarship.org/content/qt5ct198kp/qt5ct198kp_noSplash_d27d7b1dd3dda86e29c881b0ab5fa4d6.pdf?t=pyhw3v,,2162,Rural roads,2197,Education access and outcomes,Impact evaluations,Rural roads | Education access and outcomes
33510,Educational Investment Responses to Economic Opportunity: Evidence from Indian Road Construction,"Adukia, Anjali; Asher, Sam; Novosad, Paul",2020,ier,Completed,Published working paper,RPRT,,10.1257/app.20180036,Becker Friedman Institute for Research In Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/educational-investment-responses-to-economic-opportunity--evidence-from-indian-road-construction/33510,Schooling|| Rural Roads|| Rural India|| road construction,2162,Rural roads,2197,Education access and outcomes,Impact evaluations,Rural roads | Education access and outcomes
33434,Conectando Mercados: Vías Rurales Y Producción Agrícola En El Contexto De Una Economía Dual (Connecting Markets: Rural Roads and Agricultural Production in a Dual Economy),"Ortega, Maria Adelaida",2018,ier,Completed,Thesis,Thesis,,10.2139/ssrn.3265330,Documento CEDE No. 2018-44,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/conectando-mercados--vías-rurales-y-producción-agrícola-en-el-contexto-de-una-economía-dual-(connecting-markets--rural-roads-and-agricultural-production-in-a-dual-economy)/33434,Rural Roads|| Agricultural Economics|| Productivity|| Structural Change|| Colombia,2162,Rural roads,2198;2202;2204,Access to other goods and services;Economic activity;Agricultural outcomes,Impact evaluations,Rural roads | Access to other goods and services;Rural roads | Economic activity;Rural roads | Agricultural outcomes
9498,"What Is the Impact of Infrastructural Investments in Roads, Electricity and Irrigation on Agricultural Productivity?","Knox, Jerry; Daccache, Andre; Hess, Tim",2013,srr,Completed,Published working paper,RPRT,low,No DOI,Environmental Evidence,https://developmentevidence.3ieimpact.org/search-result-details/systematic-review-repository/what-is-the-impact-of-infrastructural-investments-in-roads--electricity-and-irrigation-on-agricultural-productivity-/9498,Road Infrastructure|| Electricity|| Irrigation|| Agricultural Productivity|| Rural Development|| Labour Market,2162,Rural roads,2198;2202;2204;2361,Access to other goods and services;Economic activity;Agricultural outcomes;Household welfare and poverty,Low confidence reviews,Rural roads | Access to other goods and services;Rural roads | Economic activity;Rural roads | Agricultural outcomes;Rural roads | Household welfare and poverty
21761,"This Little Village Went to Market: Roads, trade frictions, and market access in India","Skelley, Jack",2018,ier,Completed,Thesis,Thesis,,No DOI,,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/this-little-village-went-to-market--roads--trade-frictions--and-market-access-in-india/21761,Agricultural Markets|| Road|| Rural India|| Agricultural Production,2162,Rural roads,2201;2204,Employment access and outcomes;Agricultural outcomes,Impact evaluations,Rural roads | Employment access and outcomes;Rural roads | Agricultural outcomes
16963,Rural Roads and Local Economic Development,"Asher, Sam; Novosad, Paul",2018,ier,Completed,Published report,RPRT,,https://doi.org/10.1257/aer.20180268,American Economic Review,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-roads-and-local-economic-development/16963,Labor Market|| Transport|| Feeder Roads|| Local Economic Development|| Nonfarm Employment|| Rural Roads,2162,Rural roads,2201,Employment access and outcomes,Impact evaluations,Rural roads | Employment access and outcomes
33447,Spread or backwash: The Impact on Population Dynamics and Business Performance of a New Road in a Rural County of Galicia (Spain),"Peón, David; Rodríguez‐Álvarez, Jorge; López‐Iglesias, Edelmiro",2019,ier,Completed,Journal article,JOUR,,10.1111/pirs.12463,PAPERS IN REGIONAL SCIENCE,https://www.sciencedirect.com/science/article/pii/S1056819023013568?via%3Dihub,,2162,Rural roads,2201;2202;2203,Employment access and outcomes;Economic activity;Trade and migration,Impact evaluations,Rural roads | Employment access and outcomes;Rural roads | Economic activity;Rural roads | Trade and migration
12893,Who Benefits From Better Roads And Why? Mixed Methods Analysis Of The Gender-Disaggregated Impacts Of A Rural Roads Project In Vietnam,"Mannava, Aneesh; Perova, Elizaveta; Tran, Phuong Thin Minh",2020,ier,Completed,Published report,RPRT,,unspecified,World Bank Policy Research Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/who-benefits-from-better-roads-and-why--mixed-methods-analysis-of-the-gender-disaggregated-impacts-of-a-rural-roads-project-in-vietnam/12893,Transport|| Agriculture|| Gender|| Mixed Methods|| Food systems and nutrition,2162,Rural roads,2201;2202;2204,Employment access and outcomes;Economic activity;Agricultural outcomes,Impact evaluations,Rural roads | Employment access and outcomes;Rural roads | Economic activity;Rural roads | Agricultural outcomes
15635,The Impact of Rural Roads and Irrigation on Household Welfare: Evidence From Vietnam,Cuong Viet Nguyen; Tung Duc Phung; Van Khanh Ta,2017,ier,Completed,Journal article,JOUR,,10.1080/02692171.2017.1324408,International Review of Applied Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-rural-roads-and-irrigation-on-household-welfare--evidence-from-vietnam/15635,Health|| Economic Development: Urban|| Rural|| Regional|| and Transportation Analysis|| Housing|| Infrastructure (O18)|| Safety and Accidents|| Transportation Noise (R41)|| Transportation: Demand|| Supply|| and Congestion|| Travel Time|| Economic Development: Human Resources|| Human Development|| Income Distribution|| Migration (O15)|| Education and Training: Welfare|| Income|| Wealth|| and Poverty (P36)|| Socialist Institutions and Their Transitions: Consumer Economics|| Socialist Systems and Transitional Economies: Urban|| Rural|| and Regional Economics (P25)|| Consumer Economics: Empirical Analysis (D12)|| Irrigation|| Agriculture and Environment (Q15)|| Land Ownership and Tenure|| Land Reform|| Land Use,2162,Rural roads,2201;2204,Employment access and outcomes;Agricultural outcomes,Impact evaluations,Rural roads | Employment access and outcomes;Rural roads | Agricultural outcomes
12922,"Rural Roads, Poverty, And Resilience: Evidence From Ethiopia","Nakamura, Shohei; Bundervoet, Tom; Nuru, Mohammed",2020,ier,Completed,Journal article,JOUR,,10.1080/00220388.2020.1736282,Journal of Development Studies,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-roads--poverty--and-resilience--evidence-from-ethiopia/12922,Rural Roads|| Poverty|| Household Welfare|| Resilience|| food systems and nutrition,2162,Rural roads,2201;2361,Employment access and outcomes;Household welfare and poverty,Impact evaluations,Rural roads | Employment access and outcomes;Rural roads | Household welfare and poverty
5542,Evaluating The Employment-Generating Impact Of Rural Roads In Nicaragua,"Rand, John",2011,ier,Completed,Journal article,JOUR,,10.1080/19439342.2010.545890,Journal of Development Effectiveness,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluating-the-employment-generating-impact-of-rural-roads-in-nicaragua/5542,Impact|| Employment|| Nicaragua,2162,Rural roads,2201,Employment access and outcomes,Impact evaluations,Rural roads | Employment access and outcomes
34490,Rural Roads and Firm Outcomes in India,"Nandwani, Barthi; Roychowdhury, Punarjit; Shankar, Binary",2025,ier,Completed,Published working paper,RPRT,,,Global Labor Organization (GLO),https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-roads-and-firm-outcomes-in-india/34490,Firms|| Rural India|| PMGSY|| Rural Roads|| Employment Outcomes|| Rural Infrastructure,2162,Rural roads,2201;2202,Employment access and outcomes;Economic activity,Impact evaluations,Rural roads | Employment access and outcomes;Rural roads | Economic activity
33671,Are Schooling and Roads Complementary? Evidence from Income Dynamics in Rural Indonesia,"Yamauchi, Futoshi; Muto, Megumi; Chowdhury, Shyamal; Dewina, Reno; Sumaryanto, Sony",2011,ier,Completed,Journal article,JOUR,,10.1016/j.worlddev.2011.04.003,World Development,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/are-schooling-and-roads-complementary--evidence-from-income-dynamics-in-rural-indonesia/33671,Income growth|| education|| landholding|| spatial connectivity|| Rural economy|| Indonesia,2162,Rural roads,2201;2361,Employment access and outcomes;Household welfare and poverty,Impact evaluations,Rural roads | Employment access and outcomes;Rural roads | Household welfare and poverty
33568,The Impact of Transportation Infrastructure on Women's Employment in India,"Lei, Lei; Desai, Sonalde; Vanneman, Reeve",2019,ier,Completed,Journal article,JOUR,,10.1080/13545701.2019.1655162,Feminist Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-transportation-infrastructure-on-women-s-employment-in-india/33568,non-farm employment|| Rural India|| Women's employment|| Improved Roads,2162,Rural roads,2201,Employment access and outcomes,Impact evaluations,Rural roads | Employment access and outcomes
33468,On the inclusiveness of rural road improvement: Evidence from Morocco,"Shimamura, Yasuharu; Shimizutani, Satoshi; Yamada, Eiji; Yamada, Hiroyuki",2023,ier,Completed,Journal article,JOUR,,10.1111/rode.12989,REVIEW OF DEVELOPMENT ECONOMICS,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/on-the-inclusiveness-of-rural-road-improvement--evidence-from-morocco/33468,Agricultural|| Family business|| Inclusive Growth|| Rural Roads|| wage employment,2162,Rural roads,2201;2202;2204;2361,Employment access and outcomes;Economic activity;Agricultural outcomes;Household welfare and poverty,Impact evaluations,Rural roads | Employment access and outcomes;Rural roads | Economic activity;Rural roads | Agricultural outcomes;Rural roads | Household welfare and poverty
25371,"The effects of agricultural output market access interventions on agricultural, socio-economic, food security, and nutrition outcomes in low- and middle-income countries: A systematic review","Marion, Pierre; Lwamba, Etienne; Floridi, Andrea; Pande, Suvarna; Bhattacharyya, Megha; Young, Sarah; Fenton Villar, Paul; Shisler, Shanon",2024,srr,Completed,Journal article,JOUR,high,10.1002/cl2.1411,Campbell Systematic Reviews,https://developmentevidence.3ieimpact.org/search-result-details/systematic-review-repository/the-effects-of-agricultural-output-market-access-interventions-on-agricultural--socio-economic--food-security--and-nutrition-outcomes-in-low--and-middle-income-countries--a-systematic-review/25371,Farm-to-market transport infrastructure|| Output market information|| Initiatives creating new marketplaces & alternative marketing opportunities|| Contract farming initiatives|| Improved storage infrastructure,2162;2166;2206,"Rural roads;Bridges;Multi-component roads, regional transportation and logistics",2201;2204;2361,Employment access and outcomes;Agricultural outcomes;Household welfare and poverty,High confidence reviews,"Rural roads | Employment access and outcomes;Rural roads | Agricultural outcomes;Rural roads | Household welfare and poverty;Bridges | Employment access and outcomes;Bridges | Agricultural outcomes;Bridges | Household welfare and poverty;Multi-component roads, regional transportation and logistics | Employment access and outcomes;Multi-component roads, regional transportation and logistics | Agricultural outcomes;Multi-component roads, regional transportation and logistics | Household welfare and poverty"
21459,How Infrastructure and Financial Institutions Affect Rural Income and Poverty: Evidence from Bangladesh,"Khandker, Shahidur R.; Koolwal, Gayatri B.",2010,ier,Completed,Journal article,JOUR,,https://doi.org/10.1080/00220380903108330,Journal of Development Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/how-infrastructure-and-financial-institutions-affect-rural-income-and-poverty--evidence-from-bangladesh/21459,infrastructure|| Financial Institutions|| Income Impacts|| Rural Poverty|| Economic growth|| Non-Farm Income,2162,Rural roads,2361,Household welfare and poverty,Impact evaluations,Rural roads | Household welfare and poverty
18764,Effect of Rural Feeder Roads on Income Levels Among Pineapple Producers in Rwanda.,"Solange, U.; Mulyungi, P.; Wanzala, F.; Eric, N.; Nsengiyumva, A.",2018,ier,Completed,Journal article,JOUR,,No DOI,International Journal for Research in Applied Science and Engineering Technology,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/effect-of-rural-feeder-roads-on-income-levels-among-pineapple-producers-in-rwanda-/18764,"rural feeder roads,|| benefits,|| Propensity Score Matching (PSM)|| Gakenke district Rwanda",2162,Rural roads,2361,Household welfare and poverty,Impact evaluations,Rural roads | Household welfare and poverty
26474,"Rural Roads, Agricultural Extension, and Productivity","Gebresilasse, Mesay M.",2023,ier,Completed,Published working paper,RPRT,,No DOI,Journal of Development Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-roads--agricultural-extension--and-productivity/26474,Rural Roads|| Extension|| Productivity|| Ethiopia|| Market Access|| Agricultural Management,2162,Rural roads,2202;2204;2361,Economic activity;Agricultural outcomes;Household welfare and poverty,Impact evaluations,Rural roads | Economic activity;Rural roads | Agricultural outcomes;Rural roads | Household welfare and poverty
34377,Paths to Development? Rural Roads and Multidimensional Poverty in the Hills and Plains of Nepal,"Bucheli, José R.; Bohara, Alok K.; Villa, Kira",2018,ier,Completed,Journal article,JOUR,,10.1002/jid.3327,JOURNAL OF INTERNATIONAL DEVELOPMENT,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/paths-to-development--rural-roads-and-multidimensional-poverty-in-the-hills-and-plains-of-nepal/34377,Schooling|| Access to healthcare|| Living Standards|| Multidimensional Poverty|| Rural Nepal|| Rural Development,2162,Rural roads,2361,Household welfare and poverty,Impact evaluations,Rural roads | Household welfare and poverty
20565,Rural roads and local market development in Vietnam,"Mu, Ren; van de Walle, Dominique",2011,ier,Completed,Journal article,JOUR,,https://doi.org/10.1080/00220381003599436,Journal of Development Studies,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-roads-and-local-market-development-in-vietnam/20565,VIETNAM|| Rural Roads|| Difference-In- Difference Methodology|| Propensity Score Matching (PSM),2162,Rural roads,2202,Economic activity,Impact evaluations,Rural roads | Economic activity
19090,The Effects of Road Access on Income Generation. Evidence from an Integrated Conservation and Development Project in Cameroon,"Spey, Ina-Kathrin; Kupsch, Denis; Bobo, Kadiri Serge; Waltert, Matthias; Schwarze, Stefan",2019,ier,Completed,Journal article,JOUR,,10.3390/su11123368,Sustainability,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-road-access-on-income-generation--evidence-from-an-integrated-conservation-and-development-project-in-cameroon/19090,Rural Road|| Hunting|| INCOME|| Difference-in-difference|| Impact evaluation|| POVERTY,2162,Rural roads,2202,Economic activity,Impact evaluations,Rural roads | Economic activity
33264,Wider Economic Benefits of Transport Corridors: Evidence from International Development Organizations,"Alam, Muneeza; Herrera Dappe, Matías; Melecky, Martin; Goldblatt, Ran",2022,ier,Completed,Journal article,JOUR,,10.1016/j.jdeveco.2022.102900,Journal of Development Economics,https://www.sciencedirect.com/science/article/abs/pii/S030438782200061X?via%3Dihub,,2162,Rural roads,2202,Economic activity,Impact evaluations,Rural roads | Economic activity
7302,Does A Rural Road Improvement Project Contribute To Inclusive Growth? - A Case Study From Bangladesh,"Fujita, Yasuo",2017,ier,Completed,Published working paper,RPRT,,no DOI,Japan International Cooperation Agency (JICA) Research Institute Working Paper Series,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/does-a-rural-road-improvement-project-contribute-to-inclusive-growth----a-case-study-from-bangladesh/7302,Inclusive Growth|| Impact Analysis|| Rural Infrastructure|| Bangladesh,2162,Rural roads,2202,Economic activity,Impact evaluations,Rural roads | Economic activity
34493,The Role of Rural Infrastructure in Agricultural Development in Colombia,"Lozano-Espitia, Ignacio; Restrepo-Salazar, Juan Camilo",2016,ier,Completed,Published working paper,RPRT,,,Coyuntura Económica,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-role-of-rural-infrastructure-in-agricultural-development-in-colombia/34493,Bienes Públicos|| Productividad Agrícola|| public goods|| Agricultural Productivity|| Uso De La Tierra|| Land Use Change|| Sistemas De Irrigación|| Irrigation Systems|| Commuting Time|| Tiempos De Desplazamiento,2162,Rural roads,2202;2204,Economic activity;Agricultural outcomes,Impact evaluations,Rural roads | Economic activity;Rural roads | Agricultural outcomes
33354,Roads and Trade in Colombia,Duranton Gilles,2015,ier,Completed,Journal article,JOUR,,10.1016/j.ecotra.2014.11.003,Economics of Transportation,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/roads-and-trade-in-colombia/33354,Roads|| Trade|| Colombia|| Specialisation|| Market acess,2159;2162,Urban roads;Rural roads,2202,Economic activity,Impact evaluations,Urban roads | Economic activity;Rural roads | Economic activity
33284,A Pseudo - Panel Approach to Estimating Dynamic Effects of Road Infrastructure on Firm Performance in a Developing Country Context,"Barzin, Samira; D'Costa, Sabine; Graham, Daniel J.",2018,ier,Completed,Journal article,JOUR,,10.1016/j.regsciurbeco.2018.02.002,Regional Science and Urban Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/a-pseudo---panel-approach-to-estimating-dynamic-effects-of-road-infrastructure-on-firm-performance-in-a-developing-country-context/33284,Infrastructures|| Roads|| ECONOMIC development|| pseudo-panels|| Monte Carlo Simulation|| Colombia,2159;2162,Urban roads;Rural roads,2202,Economic activity,Impact evaluations,Urban roads | Economic activity;Rural roads | Economic activity
13721,Irrigated Rice Production Enhancement Project (IRPEP): Bangladesh,"Aslihan, Arslan; Daniel, Higgins; Saiful, Islam",2019,ier,Completed,Published report,RPRT,,No DOI,IFAD,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/irrigated-rice-production-enhancement-project-(irpep)--bangladesh/13721,Agricultural and Food Policy|| Community/Rural/Urban Development|| Crop Production/Industries,2162,Rural roads,2202;2204,Economic activity;Agricultural outcomes,Impact evaluations,Rural roads | Economic activity;Rural roads | Agricultural outcomes
34380,Rural Road Connectivity and Local Economic Activity: Evidence from Sri Lanka’s Integrated Road Investment Program,"Chen, Liming; Lu, Yang; Aruna, Nanayakkara",2021,ier,Completed,Published working paper,RPRT,,10.22617/WPS210484-2,Asian Development Bank (ADB) Economics Working Paper Series,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-road-connectivity-and-local-economic-activity--evidence-from-sri-lanka’s-integrated-road-investment-program/34380,Roads|| Nighttime lights|| Rural Roads|| Sri Lanka,2162,Rural roads,2202,Economic activity,Impact evaluations,Rural roads | Economic activity
33408,The Rural Road to Development: Empirical Evidence of the Effect of Roads on the U.S. Economy: 1904-1921,"Lee, Jason",2012,ier,Completed,Book or book chapter,CHAP,,No DOI,Other,https://escholarship.org/uc/item/5ct198kp,,2162,Rural roads,2202,Economic activity,Impact evaluations,Rural roads | Economic activity
